Mon Dec 6 11:30:50 2021 +0100,e516596,Merge pull request #122 in PZ_SOPRE/sopreweb-zeitkonten from feature/SOPRE-31635-sopreweb-spring-security-update to develop
Tue Nov 30 11:38:33 2021 +0100,e516596,DB(SOPRE-31635)  DONE,  ,removed spring boots admin and it's config
Fri Nov 26 07:47:49 2021 +0100,e516596,DB(SOPRE-31635)  DONE,  ,updated the spring-starter-parent to v2.5.6 (okt.2021 release)       -> automatically updates the spring-starter security to v2.5.6       -> includes spring security v5.5.3 (both web and config)   ,updated the Jackson and common.io libraries   ,refactored the controllers @AuthenticationPrincipal class   ,removed the unnecessary endpoint configs as they were set the default values   ,updated H2 DB JPA settings (if data.sql need to populate a schema created by Hibernate, set spring.jpa.defer-datasource-initialization to true)
Wed Oct 27 09:52:21 2021 +0200,ue67532,Pull request #120,feature/SOPRE-26967-new-db-users-for-sopreweb
Mon Aug 30 16:26:24 2021 +0200,ue67532,SOPRE-26967,Modify db user
Mon Mar 22 08:48:46 2021 +0100,ue67532,Pull request #117,feature/SOPRE-26967-new-db-users-for-sopreweb
Mon Mar 22 08:40:07 2021 +0100,ue67532,SOPRE-26967,Change SPLUNK index
Thu Feb 25 15:55:38 2021 +0100,automerge,Merge pull request #115 in PZ_SOPRE/sopreweb-zeitkonten from feature/SOPRE-26967-new-db-users-for-sopreweb to develop
Fri Feb 19 11:10:06 2021 +0100,ue67532,SOPRE-26967,Remove POC openshift congigs,Remove unused code
