Mon Dec 6 11:29:22 2021 +0100,e516596,Merge pull request #105 in PZ_SOPRE/sopreweb-statusmeldung from feature/SOPRE-31635-sopreweb-spring-security-update to develop
Tue Nov 30 11:16:49 2021 +0100,e516596,DB(SOPRE-31635)   DONE,  ,removed spring boots admin and its configuration
Tue Nov 23 12:04:56 2021 +0100,e516596,DB(SOPRE-31635)   DONE,  ,updated the spring-starter-parent to v2.5.6 (okt.2021 release)       -> automatically updates the spring-starter security to v2.5.6         -> includes spring security v5.5.3 (both web and config)  ,updated the Jackson and common.io libraries  ,refactored the controllers @AuthenticationPrincipal class  ,removed the unnecessary endpoint configs as they were set the default values
Wed Oct 27 10:42:54 2021 +0200,ue67532,Pull request #103,feature/SOPRE-26967-new-db-users-for-sopreweb
Mon Aug 30 16:20:48 2021 +0200,ue67532,SOPRE-26967,Modify db user
Wed Mar 24 07:08:14 2021 +0100,ue67532,Pull request #100,feature/SOPRE-25817-sopreweb-admin-rolle-fachbus_all-falsch
Tue Mar 23 17:43:15 2021 +0100,ue67532,SOPRE-25817,Manage new role FACHBUS_ADMIN
Mon Mar 22 08:48:29 2021 +0100,ue67532,Pull request #98,feature/SOPRE-26967-new-db-users-for-sopreweb
Mon Mar 22 08:38:19 2021 +0100,ue67532,SOPRE-26967,Change SPLUNK index
Thu Feb 25 15:55:30 2021 +0100,automerge,Merge pull request #96 in PZ_SOPRE/sopreweb-statusmeldung from feature/SOPRE-26967-new-db-users-for-sopreweb to develop
Fri Feb 19 08:05:31 2021 +0100,ue67532,SOPRE-26967,Remove POC openshift congigs,Remove unused code
